Posture Number,Deltoid Anterior,Deltoid Posterior,Bicep,Tricep,Brachialis,Anconeus
1.0,-1.3157430576601978,0.73226023480429392,-7.3028394471613938,-4.2113230108441471,-2.2880841952710353,1.6097227968473566
2.0,-1.3170632675947398,0.73281611267146951,-7.3021313206460103,-4.210909937043505,-2.286479406812199,1.6086529378747989
3.0,-1.3183837040735513,0.73337208592570591,-7.3014258051614114,-4.2104983863441561,-2.2848757092478671,1.6075838061652445
4.0,-1.319704363951989,0.7339281532429428,-7.3007229016285864,-4.2100883592833416,-2.2832731060176719,1.6065154040117811
5.0,-1.3210252440859613,0.73448431329935226,-7.300022610978675,-4.209679856404227,-2.2816716005657951,1.60544773371053
6.0,-1.3223463413319152,0.73504056477133284,-7.2993249341529483,-4.2092728782558861,-2.2800711963409754,1.6043807975606501
7.0,-1.3236676525468316,0.73559690633550812,-7.2986298721028211,-4.2088674253933114,-2.2784718967965172,1.6033145978643444
8.0,-1.3249891745882121,0.73615333666872096,-7.297937425789832,-4.2084634983774016,-2.2768737053902939,1.6022491369268623
9.0,-1.3263109043140739,0.73670985444803117,-7.2972475961856684,-4.2080610977749728,-2.2752766255847643,1.6011844170565093
10.0,-1.3276328385829386,0.73726645835071114,-7.2965603842721309,-4.2076602241587437,-2.2736806608469657,1.6001204405646434
11.0,-1.3289549742538243,0.7378231470542419,-7.2958757910411567,-4.2072608781073413,-2.2720858146485341,1.5990572097656892
12.0,-1.3302773081862345,0.73837991923630941,-7.295193817494801,-4.2068630602053005,-2.2704920904657047,1.5979947269771362
13.0,-1.3315998372401545,0.73893677357480203,-7.2945144646452444,-4.2064667710430594,-2.2688994917793175,1.5969329945195447
14.0,-1.3329225582760365,0.73949370874780496,-7.293837733514783,-4.206072011216957,-2.2673080220748303,1.5958720147165533
15.0,-1.3342454681547962,0.74005072343359846,-7.2931636251358292,-4.2056787813292331,-2.2657176848423179,1.5948117898948784
16.0,-1.3355685637377999,0.74060781631065264,-7.2924921405509071,-4.205287081988029,-2.264128483576485,1.5937523223843231
17.0,-1.3368918418868578,0.74116498605762449,-7.2918232808126495,-4.204896913807378,-2.2625404217766696,1.5926936145177795
18.0,-1.3382152994642185,0.74172223135335524,-7.2911570469837956,-4.2045082774072142,-2.2609535029468484,1.5916356686312321
19.0,-1.3395389333325523,0.74227955087686426,-7.2904934401371841,-4.2041211734133572,-2.2593677305956477,1.5905784870637649
20.0,-1.3408627403549527,0.74283694330734862,-7.2898324613557586,-4.2037356024575256,-2.2577831082363451,1.5895220721575631
21.0,-1.3421867173949211,0.74339440732417739,-7.2891741117325539,-4.2033515651773232,-2.2561996393868777,1.5884664262579182
22.0,-1.3435108613163618,0.74395194160688938,-7.2885183923706984,-4.2029690622162406,-2.2546173275698482,1.5874115517132319
23.0,-1.3448351689835711,0.74450954483518794,-7.2878653043834083,-4.2025880942236551,-2.2530361763125315,1.5863574508750207
24.0,-1.3461596372612314,0.74506721568893974,-7.287214848893985,-4.202208661854824,-2.2514561891468783,1.5853041260979186
25.0,-1.3474842630144022,0.74562495284816943,-7.2865670270358072,-4.2018307657708878,-2.2498773696095227,1.5842515797396814
26.0,-1.3488090431085111,0.74618275499305742,-7.2859218399523407,-4.2014544066388648,-2.248299721241791,1.5831998141611938
27.0,-1.3501339744093477,0.74674062080393599,-7.2852792887971125,-4.2010795851316498,-2.2467232475897005,1.5821488317264667
28.0,-1.3514590537830535,0.74729854896128578,-7.2846393747337261,-4.2007063019280064,-2.2451479522039701,1.5810986348026463
29.0,-1.3527842780961143,0.7478565381457325,-7.2840020989358463,-4.2003345577125764,-2.2435738386400255,1.5800492257600167
30.0,-1.3541096442153544,0.74841458703804409,-7.2833674625872016,-4.1999643531758668,-2.2420009104580019,1.5790006069720008
31.0,-1.3554351490079255,0.74897269431912661,-7.2827354668815758,-4.1995956890142523,-2.2404291712227531,1.5779527808151683
32.0,-1.356760789341301,0.74953085867002156,-7.2821061130227998,-4.1992285659299657,-2.2388586245038518,1.5769057496692342
33.0,-1.3580865620832676,0.75008907877190234,-7.2814794022247638,-4.1988629846311127,-2.2372892738756018,1.5758595159170676
34.0,-1.3594124641019172,0.75064735330607046,-7.2808553357113883,-4.1984989458316431,-2.2357211229170355,1.5748140819446901
35.0,-1.3607384922656403,0.7512056809539539,-7.2802339147166384,-4.1981364502513721,-2.2341541752119229,1.5737694501412818
36.0,-1.3620646434431176,0.75176406039710231,-7.2796151404845126,-4.1977754986159663,-2.2325884343487763,1.5727256228991839
37.0,-1.3633909145033107,0.75232249031718368,-7.2789990142690382,-4.1974160916569385,-2.2310239039208559,1.5716826026139037
38.0,-1.3647173023154597,0.75288096939598315,-7.2783855373342625,-4.1970582301116526,-2.229460587526169,1.5706403916841125
39.0,-1.3660438037490692,0.75343949631539764,-7.2777747109542554,-4.1967019147233149,-2.2278984887674831,1.5695989925116551
40.0,-1.3673704156739064,0.75399806975743433,-7.2771665364131,-4.1963471462409743,-2.226337611252323,1.5685584075015484
41.0,-1.3686971349599901,0.75455668840420653,-7.2765610150048854,-4.1959939254195167,-2.2247779585929779,1.5675186390619851
42.0,-1.370023958477586,0.75511535093793103,-7.2759581480337063,-4.1956422530196615,-2.2232195344065082,1.5664796896043387
43.0,-1.3713508830971963,0.75567405604092486,-7.2753579368136521,-4.1952921298079637,-2.2216623423147452,1.5654415615431632
44.0,-1.3726779056895568,0.75623280239560309,-7.2747603826688092,-4.1949435565568045,-2.2201063859442978,1.5644042572961983
45.0,-1.3740050231256249,0.75679158868447383,-7.2741654869332431,-4.1945965340443916,-2.2185516689265556,1.5633677792843701
46.0,-1.3753322322765784,0.75735041359013833,-7.2735732509510083,-4.1942510630547538,-2.2169981948976929,1.5623321299317949
47.0,-1.3766595300138014,0.757909275795285,-7.2729836760761275,-4.1939071443777411,-2.2154459674986726,1.5612973116657816
48.0,-1.3779869132088827,0.75846817398268751,-7.2723967636725932,-4.1935647788090122,-2.2138949903752496,1.5602633269168327
49.0,-1.379314378733608,0.75902710683520347,-7.271812515114366,-4.1932239671500469,-2.2123452671779749,1.5592301781186497
50.0,-1.3806419234599518,0.7595860730357693,-7.2712309317853565,-4.1928847102081246,-2.2107968015621977,1.5581978677081314
51.0,-1.3819695442600701,0.76014507126739805,-7.270652015079432,-4.1925470087963355,-2.2092495971880708,1.5571663981253803
52.0,-1.3832972380062962,0.76070410021317747,-7.2700757664004003,-4.1922108637335658,-2.2077036577205509,1.5561357718137003
53.0,-1.3846250015711314,0.76126315855626592,-7.2695021871620069,-4.1918762758445034,-2.2061589868294051,1.5551059912196032
54.0,-1.3859528318272394,0.76182224497989037,-7.2689312787879299,-4.1915432459596254,-2.204615588189212,1.5540770587928077
55.0,-1.3872807256474418,0.76238135816734398,-7.2683630427117727,-4.1912117749151996,-2.2030734654793624,1.5530489769862412
56.0,-1.3886086799047073,0.76294049680198217,-7.2677974803770544,-4.1908818635532814,-2.2015326223840672,1.5520217482560446
57.0,-1.3899366914721478,0.76349965956722032,-7.2672345932372053,-4.1905535127217028,-2.1999930625923572,1.550995375061571
58.0,-1.3912647572230146,0.76405884514653255,-7.2666743827555633,-4.190226723274078,-2.1984547897980833,1.5499698598653886
59.0,-1.3925928740306859,0.76461805222344681,-7.266116850405357,-4.1899014960697922,-2.1969178076999234,1.5489452051332819
60.0,-1.3939210387686665,0.7651772794815439,-7.265561997669713,-4.1895778319739989,-2.195382120001383,1.5479214133342549
61.0,-1.3952492483105781,0.76573652560445404,-7.2650098260416307,-4.1892557318576173,-2.193847730410794,1.5468984869405289
62.0,-1.3965774995301532,0.76629578927585407,-7.2644603370239906,-4.1889351965973276,-2.1923146426413238,1.5458764284275488
63.0,-1.3979057893012321,0.76685506917946622,-7.2639135321295409,-4.1886162270755651,-2.1907828604109714,1.5448552402739808
64.0,-1.3992341144977538,0.76741436399905438,-7.2633694128808868,-4.1882988241805172,-2.1892523874425711,1.5438349249617138
65.0,-1.4005624719937511,0.76797367241842163,-7.2628279808104876,-4.1879829888061177,-2.187723227463795,1.5428154849758631
66.0,-1.4018908586633456,0.76853299312140877,-7.262289237460644,-4.1876687218520416,-2.1861953842071524,1.5417969228047679
67.0,-1.4032192713807388,0.76909232479189016,-7.2617531843834957,-4.1873560242237051,-2.1846688614099952,1.5407792409399965
68.0,-1.4045477070202115,0.76965166611377334,-7.2612198231410119,-4.1870448968322567,-2.183143662814516,1.5397624418763436
69.0,-1.4058761624561134,0.77021101577099527,-7.2606891553049744,-4.1867353405945682,-2.1816197921677478,1.5387465281118318
70.0,-1.407204634562859,0.77077037244751967,-7.2601611824569821,-4.1864273564332386,-2.1800972532215717,1.537731502147714
71.0,-1.4085331202149249,0.77132973482733691,-7.2596359061884383,-4.1861209452765884,-2.1785760497327114,1.5367173664884739
72.0,-1.409861616286838,0.77188910159445823,-7.2591133281005371,-4.1858161080586473,-2.1770561854627379,1.535704123641825
73.0,-1.4111901196531766,0.77244847143291662,-7.2585934498042581,-4.1855128457191508,-2.1755376641780666,1.5346917761187109
74.0,-1.412518627188563,0.77300784302676351,-7.2580762729203601,-4.1852111592035435,-2.174020489649962,1.5336803264333079
75.0,-1.4138471357676543,0.77356721506006509,-7.2575617990793679,-4.1849110494629649,-2.1725046656545377,1.5326697771030249
76.0,-1.4151756422651425,0.77412658621690222,-7.2570500299215652,-4.1846125174542461,-2.1709901959727529,1.5316601306485016
77.0,-1.4165041435557482,0.77468595518136774,-7.2565409670969867,-4.1843155641399079,-2.1694770843904161,1.5306513895936105
78.0,-1.4178326365142122,0.77524532063756313,-7.2560346122654034,-4.1840201904881518,-2.1679653346981844,1.529643556465456
79.0,-1.4191611180152948,0.77580468126959801,-7.2555309670963206,-4.1837263974728529,-2.1664549506915649,1.5286366337943764
80.0,-1.4204895849337682,0.77636403576158675,-7.2550300332689641,-4.183434186073562,-2.1649459361709118,1.527630624113941
81.0,-1.4218180341444131,0.77692338279764772,-7.2545318124722709,-4.1831435572754909,-2.1634382949414284,1.5266255299609519
82.0,-1.4231464625220109,0.77748272106189953,-7.2540363064048776,-4.1828545120695111,-2.1619320308131651,1.5256213538754431
83.0,-1.4244748669413447,0.77804204923846099,-7.2535435167751139,-4.1825670514521498,-2.1604271476010197,1.5246180984006796
84.0,-1.425803244277188,0.77860136601144769,-7.2530534453009903,-4.1822811764255778,-2.1589236491247381,1.5236157660831584
85.0,-1.4271315914043061,0.77916067006497114,-7.2525660937101897,-4.1819968879976095,-2.1574215392089098,1.5226143594726063
86.0,-1.4284599051974465,0.77971996008313549,-7.2520814637400539,-4.1817141871816972,-2.1559208216829719,1.521613881121981
87.0,-1.4297881825313377,0.78027923475003702,-7.2515995571375731,-4.1814330749969173,-2.1544215003812033,1.5206143335874687
88.0,-1.4311164202806836,0.78083849274976158,-7.2511203756593821,-4.1811535524679719,-2.1529235791427275,1.5196157194284847
89.0,-1.4324446153201602,0.78139773276638336,-7.2506439210717408,-4.1808756206251818,-2.1514270618115079,1.5186180412076715
90.0,-1.4337727645244092,0.78195695348396188,-7.2501701951505249,-4.180599280504472,-2.149931952236348,1.5176213014908986
91.0,-1.4351008647680372,0.78251615358654214,-7.2496991996812223,-4.1803245331473793,-2.1484382542708915,1.5166255028472606
92.0,-1.4364289129256074,0.78307533175815058,-7.2492309364589111,-4.1800513796010321,-2.1469459717736168,1.5156306478490775
93.0,-1.43775690587164,0.78363448668279589,-7.2487654072882544,-4.1797798209181476,-2.1454551086078366,1.5146367390718907
94.0,-1.4390848404806047,0.78419361704446522,-7.2483026139834914,-4.1795098581570365,-2.143965668641699,1.5136437790944657
