Posture Number,Deltoid Anterior,Deltoid Posterior,Bicep,Tricep,Brachialis,Anconeus
1.0,-1.3570987471259266,0.74967315668460077,-3.9173264546270956,-2.2364404318658058,-0.55614862477319638,0.45509908318213088
2.0,-1.3765041957237987,0.75784387188370483,-4.0416653844564223,-2.3089714742662464,-0.59993398048987534,0.48428932032658351
3.0,-1.3947019850913518,0.76550609898583244,-4.1585001269499395,-2.3771250740541316,-0.64111134075684695,0.51174089383789789
4.0,-1.4118842183798364,0.77274072352835221,-4.2690253288633278,-2.4415981085036074,-0.68009603649287109,0.5377306909952474
5.0,-1.4281964965699172,0.7796090511873337,-4.3741453854294203,-2.5029181415004946,-0.71720232754320923,0.56246821836213945
6.0,-1.4437523228221985,0.7861588727672415,-4.4745643524613046,-2.5614958722690941,-0.7526747125043588,0.58611647500290587
7.0,-1.458642235532879,0.79242830969805444,-4.5708429518974816,-2.6176583886068641,-0.78670777912811851,0.60880518608541234
8.0,-1.4729398516986905,0.7984483586099751,-4.6634362906206235,-2.6716711695286968,-0.81945933843786778,0.63063955895857848
9.0,-1.4867060092760831,0.80424463548466674,-4.7527197132496939,-2.7237531660623211,-0.85105942678434665,0.65170628452289781
10.0,-1.4999916918534391,0.80983860709618494,-4.8390070545428392,-2.7740874484833227,-0.88161666130500316,0.67207777420333537
11.0,-1.5128401463781991,0.81524848268555772,-4.922563855376576,-2.8228289156363355,-0.91122284164578293,0.69181522776385529
12.0,-1.5252884503525312,0.82048987383264482,-5.0036171428433036,-2.8701099999919268,-0.93995635529820076,0.71097090353213377
13.0,-1.5373686938536411,0.8255762921489016,-5.0823628065844595,-2.9160449705076013,-0.9678847459572012,0.7295898306381341
14.0,-1.5491088860653466,0.83051953097488296,-5.1589712559727081,-2.9607332326507461,-0.99506668329286729,0.74771112219524483
15.0,-1.5605336609032503,0.83532996248557922,-5.2335918236338301,-3.0042618971197341,-1.0215534962243615,0.76536899748290776
16.0,-1.5716648335690522,0.84001677202907477,-5.3063562388166092,-3.046707805976355,-1.0473903823428863,0.78259358822859093
17.0,-1.5825218447700515,0.84458814516633762,-5.3773813998735864,-3.0881391499262585,-1.0726173733125333,0.79941158220835551
18.0,-1.5931221190985669,0.84905141856781785,-5.4467716111948592,-3.1286167731970012,-1.0972701138198391,0.81584674254655942
19.0,-1.6034813569838666,0.85341320294057554,-5.5146204057358199,-3.1681952366792281,-1.121380496251615,0.83192033083440997
20.0,-1.613613774645291,0.85767948406117522,-5.5810120431750967,-3.2069236918521393,-1.1449771824499035,0.84765145496660244
21.0,-1.6235323029117985,0.86185570648917853,-5.6460227514998582,-3.2448466050415838,-1.1680860361492775,0.86305735743285172
22.0,-1.6332487531880064,0.86594684344758177,-5.7097217636827882,-3.2820043621482928,-1.1907304840843347,0.8781536560562232
23.0,-1.6427739569463395,0.86995745555635362,-5.7721721892552074,-3.3184337770655374,-1.2129318196258077,0.89295454641720517
24.0,-1.6521178837106307,0.87389174050973939,-5.8334317517554393,-3.3541685218573392,-1.2347094597308055,0.90747297315387043
25.0,-1.6612897414320045,0.87775357533979148,-5.8935534163889818,-3.3892394928935725,-1.25608116367996,0.92172077578664002
26.0,-1.6702980623483812,0.88154655256773962,-5.9525859271857477,-3.4236751241916865,-1.2770632203154599,0.93570881354363988
27.0,-1.6791507767972247,0.88527401128304206,-6.0105742690604433,-3.457501656951925,-1.297670609143377,0.94944707276225127
28.0,-1.6878552769694009,0.8889390639871162,-6.0675600671762053,-3.4907433725194532,-1.3179171396170912,0.96294475974472749
29.0,-1.6964184722155757,0.89254461988024258,-6.1235819336627797,-3.5234227946366219,-1.3378155721008442,0.97621038140056282
30.0,-1.7048468372200347,0.89609340514527791,-6.1786757698904333,-3.5555608657694191,-1.3573777233683411,0.98925181557889397
31.0,-1.713146454121514,0.89958798068274293,-6.2328750310327621,-3.5871771014357781,-1.3766145589802097,1.0020763726534729
32.0,-1.7213230494726712,0.9030307576727038,-6.2862109584787591,-3.6182897257792765,-1.395536274475796,1.0146908496505307
33.0,-1.7293820267785835,0.90642401127519312,-6.3387127847111193,-3.6489157910814862,-1.4141523669863747,1.0271015779909163
34.0,-1.737328495232334,0.90976989272940401,-6.3904079145044923,-3.6790712834609534,-1.4324716986110868,1.0393144657407245
35.0,-1.7451672951661592,0.91307044006996185,-6.4413220856760898,-3.7087712166443851,-1.4505025526806303,1.0513350351204203
36.0,-1.7529030206551026,0.91632758764425382,-6.4914795121125728,-3.7380297153990005,-1.4682526838567151,1.0631684559044767
37.0,-1.7605400396430941,0.91954317458656609,-6.5409030113787967,-3.7668600899709648,-1.4857293628696246,1.0748195752464162
38.0,-1.7680825119058967,0.92271895238143031,-6.5896141188681128,-3.7952749026730657,-1.5029394165758378,1.0862929443838918
39.0,-1.7755344051193365,0.92585659162919443,-6.6376331901666541,-3.8232860275972147,-1.5198892639176396,1.0975928426117596
40.0,-1.7828995092627808,0.92895768811064472,-6.684979493064211,-3.8509047042874562,-1.5365849482831548,1.1087232988554365
41.0,-1.7901814495556319,0.93202376823395039,-6.7316712904434404,-3.8781415860920063,-1.5530321666953315,1.1196881111302208
42.0,-1.7973836980975075,0.93505629393579281,-6.777725915110115,-3.9050067838142337,-1.5692362961995237,1.1304908641330158
43.0,-1.8045095843599022,0.93805666709890634,-6.8231598374843578,-3.9315099051992086,-1.5852024177696395,1.1411349451797597
44.0,-1.8115623046576925,0.94102623354008119,-6.8679887269516229,-3.9576600907217796,-1.6009353380106286,1.1516235586737522
